"id","created_at","name","has_test","alternate_url"
"112142594","2024-12-14T11:23:58+0300",-,false,"https://hh.ru/vacancy/112142594"
"113462079","2024-12-14T17:11:33+0300",-,false,"https://hh.ru/vacancy/113462079"
