"id","created_at","name","has_test","alternate_url"
"113278015","2024-12-13T12:11:45+0300",-,false,"https://hh.ru/vacancy/113278015"
"113278302","2024-12-13T12:13:19+0300",Junior,false,"https://hh.ru/vacancy/113278302"
"110875042","2024-12-13T12:53:03+0300",-,false,"https://hh.ru/vacancy/110875042"
"113290711","2024-12-13T13:16:00+0300",-,false,"https://hh.ru/vacancy/113290711"
